post_id,city_name,post_status,_wp_page_template,post_category,post_title,ewg_utility_name,ewg_description,ewg_people,ewg_source,ewg_exceed_number,ewg_total_number,ewg_date,ewg_data_source,ewg_exceed,ewg_other
,West Point,publish,usacitypage.php,"North America,United States of America,Mississippi",Is West Point Tap Water Safe to Drink?,City of West Point,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Mississippi State Department of Health%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,15062,https://www.ewg.org/tapwater/system.php?pws=MS0130008,0,8,2012-2017,Groundwater,",,,,,,,,,,,,,,,,,,,","Barium,Chlorate,Chromium (total),Fluoride,Haloacetic acids (HAA5),Monobromoacetic acid,Monochloroacetic acid,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,West Richland,publish,usacitypage.php,"North America,United States of America,Washington",Is West Richland Tap Water Safe to Drink?,City of West Richland,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Washington State Department of Health%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,13080,https://www.ewg.org/tapwater/system.php?pws=WA5394900,11,23,2012-2017,Groundwater,"Arsenic,Bromodichloromethane,Bromoform,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Nitrate and nitrite,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,","Barium,Bromochloroacetic acid,Chlorate,Chromium (total),Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Molybdenum,Monochloroacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,West Sacramento,publish,usacitypage.php,"North America,United States of America,California",Is West Sacramento Tap Water Safe to Drink?,City of West Sacramento,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the California State Water Resources Control Board%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,46500,https://www.ewg.org/tapwater/system.php?pws=CA5710003,5,12,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,","Aluminum,Barium,Chromium (total),Fluoride,Haloacetic acids (HAA5),Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,West Seneca,publish,usacitypage.php,"North America,United States of America,New York",Is West Seneca Tap Water Safe to Drink?,ECWA West Seneca,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the New York Department of Health - Bureau of Public Water Supply Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,23181,https://www.ewg.org/tapwater/system.php?pws=NY1404543,8,20,2012-2017,Purchased surface water,"Bromodichloromethane*,Chloroform*,Chromium (hexavalent)*,Dibromochloromethane*,Dichloroacetic acid*,Radium%2C combined (-226 & -228)*,Total trihalomethanes (TTHMs)*,Trichloroacetic acid*,,,,,,,,,,,,","Barium*,Bromoform*,Chlorate*,Chromium (total)*,Dibromoacetic acid*,Fluoride*,Haloacetic acids (HAA5)*,Molybdenum*,Monochloroacetic acid*,Nitrate*,Strontium*,Vanadium*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,West Springfield,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is West Springfield Tap Water Safe to Drink?,West Springfield Dpw Water Division,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,28391,https://www.ewg.org/tapwater/system.php?pws=MA1325000,6,13,2012-2017,Purchased surface water,"Bromodichloromethane,Chromium (hexavalent),Dibromochloromethane,Nitrate,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,","Chlorate,Chloroform,Chloromethane,Ethylene dibromide,Perchlorate,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,West University Place,publish,usacitypage.php,"North America,United States of America,Texas",Is West University Place Tap Water Safe to Drink?,City of West University Place,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Texas Commission on Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,18405,https://www.ewg.org/tapwater/system.php?pws=TX1010027,9,25,2012-2017,Purchased surface water,"Arsenic,Bromodichloromethane,Chloroform,Dibromochloromethane,Dichloroacetic acid,Nitrate,Nitrate and nitrite,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,","Atrazine,Barium,Bromochloroacetic acid,Chromium (hexavalent),Cyanide,Di(2-ethylhexyl) phthalate,Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Molybdenum,Monochloroacetic acid,Nitrite,Strontium,Uranium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westborough,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is Westborough Tap Water Safe to Drink?,Westborough Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,18272,https://www.ewg.org/tapwater/system.php?pws=MA2328000,9,27,2012-2017,Surface water,"Arsenic,Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,","1%2C4-Dioxane,Aluminum,Barium,Bromoform,Chlorate,Chromium (total),cis-1%2C2-Dichloroethylene,Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Monochloroacetic acid,MTBE,Perchlorate,Radium%2C combined (-226 & -228),Selenium,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westbury,publish,usacitypage.php,"North America,United States of America,New York",Is Westbury Tap Water Safe to Drink?,Westbury WD,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the New York Department of Health - Bureau of Public Water Supply Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,20500,https://www.ewg.org/tapwater/system.php?pws=NY2902856,6,24,2012-2017,Groundwater,"Chromium (hexavalent),Nitrate,Nitrate and nitrite,Perchlorate,Radium%2C combined (-226 & -228),Tetrachloroethylene (perchloroethylene),,,,,,,,,,,,,,","1%2C1%2C1-Trichloroethane,1%2C1-Dichloroethane,1%2C1-Dichloroethylene,1%2C4-Dioxane,Barium,Bromodichloromethane,Bromoform,Chlorate,Chlorodifluoromethane,Chloroform,Dibromochloromethane,Ethylene dibromide,Manganese,MTBE,Strontium,Thallium,Total trihalomethanes (TTHMs),Trichloroethylene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westchester,publish,usacitypage.php,"North America,United States of America,Illinois",Is Westchester Tap Water Safe to Drink?,Westchester,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Illinois Environmental Protection Agency%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,16824,https://www.ewg.org/tapwater/system.php?pws=IL0313150,7,14,2012-2017,Purchased surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","Chromium (total),Dibromoacetic acid,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westchester County,publish,usacitypage.php,"North America,United States of America,New York",Is Westchester County Tap Water Safe to Drink?,Westchester Joint Water Works,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the New York Department of Health - Bureau of Public Water Supply Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,120419,https://www.ewg.org/tapwater/system.php?pws=NY5903435,6,18,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,,","Barium,Chlorate,Chromium (total),Dibromoacetic acid,Dibromochloromethane,Fluoride,Haloacetic acids (HAA5),Manganese,Monochloroacetic acid,Nitrate,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westerly,publish,usacitypage.php,"North America,United States of America,Rhode Island",Is Westerly Tap Water Safe to Drink?,Westerly Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Rhode Island Department of Health%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,38000,https://www.ewg.org/tapwater/system.php?pws=RI1559512,7,20,2012-2017,Groundwater,"Bromodichloromethane,Chromium (hexavalent),Nitrate,Nitrate and nitrite,Perfluorooctanoic acid (PFOA),Radon,Total trihalomethanes (TTHMs),,,,,,,,,,,,,","Barium,Beryllium,Bromoform,Chlorate,Chloroform,Chromium (total),Dibromochloromethane,Fluoride,Haloacetic acids (HAA5),Molybdenum,Perfluorooctane sulfonate (PFOS),Radium%2C combined (-226 & -228),Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Western Springs,publish,usacitypage.php,"North America,United States of America,Illinois",Is Western Springs Tap Water Safe to Drink?,Western Springs,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Illinois Environmental Protection Agency%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,11984,https://www.ewg.org/tapwater/system.php?pws=IL0313180,5,13,2012-2017,Groundwater,"Bromodichloromethane,Bromoform,Dibromochloromethane,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,","Barium,Chlorate,Chromium (hexavalent),Fluoride,Haloacetic acids (HAA5),Monobromoacetic acid,Strontium,Trichloroacetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westerville,publish,usacitypage.php,"North America,United States of America,Ohio",Is Westerville Tap Water Safe to Drink?,Westerville City PWS,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Ohio Environmental Protection Agency - Division of Drinking and Ground Waters%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,38000,https://www.ewg.org/tapwater/system.php?pws=OH2503411,10,22,2012-2017,Surface water,"Bromodichloromethane,Bromoform,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Nitrate and nitrite,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,","Atrazine,Barium,Bromochloroacetic acid,Chlorate,Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Monochloroacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westfield,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is Westfield Tap Water Safe to Drink?,Westfield Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,42000,https://www.ewg.org/tapwater/system.php?pws=MA1329000,12,26,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Perfluorohexane sulfonate (PFHXS),Perfluorooctane sulfonate (PFOS),Perfluorooctanoic acid (PFOA),Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,","Barium,Bromoform,Chlorate,Chromium (total),Dibromoacetic acid,Haloacetic acids (HAA5),Manganese,Monochloroacetic acid,Perfluorobutane sulfonate (PFBS),Perfluoroheptanoic acid (PFHPA),Perfluorohexanoic Acid (PFHxA),Perfluoropentanoic Acid (PFPeA),Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westford,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is Westford Tap Water Safe to Drink?,Westford Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,17873,https://www.ewg.org/tapwater/system.php?pws=MA3330000,11,23,2012-2017,Purchased groundwater under influence of surface water,"Arsenic,Bromodichloromethane,Bromoform,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Manganese,Nitrate,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,","1%2C4-Dioxane,Aluminum,Barium,Chlorate,Chromium (total),Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Monobromoacetic acid,Monochloroacetic acid,Perchlorate,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westminster,publish,usacitypage.php,"North America,United States of America,California",Is Westminster Tap Water Safe to Drink?,City of Westminster,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the California State Water Resources Control Board%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,91169,https://www.ewg.org/tapwater/system.php?pws=CA3010064,9,23,2012-2017,Purchased surface water,"Arsenic,Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Nitrate,Nitrate and nitrite,Total trihalomethanes (TTHMs),Uranium,,,,,,,,,,,","1%2C4-Dioxane,Barium,Bromide,Bromoform,Chlorate,Dibromoacetic acid,Dichloroacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Molybdenum,Strontium,Trichloroacetic acid,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westminster,publish,usacitypage.php,"North America,United States of America,Colorado",Is Westminster Tap Water Safe to Drink?,City of Westminster,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Colorado Department of Public Health & Environment%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,154000,https://www.ewg.org/tapwater/system.php?pws=CO0101170,2,13,2012-2017,Surface water,"Chromium (hexavalent),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,,,","Barium,Chlorate,Chromium (total),Di(2-ethylhexyl) phthalate,Fluoride,Haloacetic acids (HAA5),Molybdenum,Nitrate,Nitrate and nitrite,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westminster,publish,usacitypage.php,"North America,United States of America,Maryland",Is Westminster Tap Water Safe to Drink?,City of Westminster,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Maryland Department of the Environment%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,35256,https://www.ewg.org/tapwater/system.php?pws=MD0060015,9,18,2012-2017,Surface water,"Bromodichloromethane,Cadmium,Chloroform,Chromium (hexavalent),Dibromochloromethane,Nitrate,Nitrate and nitrite,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,","Barium,Chlorate,Chloroethane,Chromium (total),Fluoride,Haloacetic acids (HAA5),Selenium,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westminster,publish,usacitypage.php,"North America,United States of America,South Carolina",Is Westminster Tap Water Safe to Drink?,Pioneer Rural Water District,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the South Carolina Department of Health & Environmental Control%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,16236,https://www.ewg.org/tapwater/system.php?pws=SC3720001,7,12,2012-2017,Purchased surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","Chlorate,Chromium (total),Haloacetic acids (HAA5),Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westmont,publish,usacitypage.php,"North America,United States of America,Illinois",Is Westmont Tap Water Safe to Drink?,Westmont,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Illinois Environmental Protection Agency%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,24554,https://www.ewg.org/tapwater/system.php?pws=IL0430950,7,14,2012-2017,Purchased surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","Chlorate,Dibromoacetic acid,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Westmoreland County,publish,usacitypage.php,"North America,United States of America,Pennsylvania",Is Westmoreland County Tap Water Safe to Drink?,Municipal Authority of Westmoreland County - Sweeney Water Treatment Plant,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Pennsylvania Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,150000,https://www.ewg.org/tapwater/system.php?pws=PA5650032,5,11,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Dibromochloromethane,Nitrate,Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,","Barium,Chlorate,Chromium (hexavalent),Fluoride,Haloacetic acids (HAA5),Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Weston,publish,usacitypage.php,"North America,United States of America,Florida",Is Weston Tap Water Safe to Drink?,City of Weston (Indian Trace),EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Florida Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,52300,https://www.ewg.org/tapwater/system.php?pws=FL4061127,3,9,2012-2017,Purchased groundwater,"Chlorate,Chromium (hexavalent),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,,","Chromium (total),Fluoride*,Haloacetic acids (HAA5),Nitrate*,Nitrite*,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Weston,publish,usacitypage.php,"North America,United States of America,Illinois",Is Weston Tap Water Safe to Drink?,Bloomingdale,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Illinois Environmental Protection Agency%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,21675,https://www.ewg.org/tapwater/system.php?pws=IL0430100,7,13,2012-2017,Purchased surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","Dibromoacetic acid,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Weston,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is Weston Tap Water Safe to Drink?,Weston Water Department (MWRA),EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,11389,https://www.ewg.org/tapwater/system.php?pws=MA3333000,6,17,2012-2017,Purchased surface water,"Bromodichloromethane*,Chloroform*,Dibromochloromethane*,Dichloroacetic acid*,Radium%2C combined (-226 & -228)*,Total trihalomethanes (TTHMs)*,,,,,,,,,,,,,,","Aluminum*,Barium*,Bromide*,Chlorate,Fluoride*,Haloacetic acids (HAA5)*,Manganese*,Monochloroacetic acid*,Nitrate*,Strontium,Trichloroacetic acid*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Weston,publish,usacitypage.php,"North America,United States of America,West Virginia",Is Weston Tap Water Safe to Drink?,Wvaw - Weston,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Office of Environmental Health Services%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,13026,https://www.ewg.org/tapwater/system.php?pws=WV3302104,6,13,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Dibromochloromethane,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,,","Chromium (hexavalent),Fluoride,Haloacetic acids (HAA5),Monobromoacetic acid,Monochloroacetic acid,Nitrate,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Weston,publish,usacitypage.php,"North America,United States of America,Wisconsin",Is Weston Tap Water Safe to Drink?,Weston Municipal Utilities,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Wisconsin Department of Natural Resources%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,15045,https://www.ewg.org/tapwater/system.php?pws=WI7370163,10,26,2012-2017,Groundwater,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Nitrate and nitrite,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,","Barium,Bromochloromethane,Bromoform,Chlorate,Chromium (total),Dibromoacetic acid,Ethylbenzene,Fluoride,Haloacetic acids (HAA5),Manganese,Monobromoacetic acid,Monochloroacetic acid,Strontium,Styrene,Vanadium,Xylenes (total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Wetumpka,publish,usacitypage.php,"North America,United States of America,Alabama",Is Wetumpka Tap Water Safe to Drink?,Central Elmore Water Authority,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Alabama Department of Environmental Management%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,32877,https://www.ewg.org/tapwater/system.php?pws=AL0000547,4,15,2012-2017,Surface water,"Arsenic,Bromodichloromethane,Chloroform,Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,","Antimony,Barium,Chlorate,Chromium (hexavalent),Dibromochloromethane,Fluoride,Haloacetic acids (HAA5),Manganese,Nitrate,Nitrate and nitrite,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Weymouth,publish,usacitypage.php,"North America,United States of America,Massachusetts",Is Weymouth Tap Water Safe to Drink?,Weymouth Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Massachusetts Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,52216,https://www.ewg.org/tapwater/system.php?pws=MA4336000,8,20,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,","Barium,Bromoform,Chlorate,Chromium (total),Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Monobromoacetic acid,Monochloroacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
